Time,X-pos,Y-pos,Device,00:1a:be:a0:de:64,00:1a:be:a0:de:66,00:1a:be:a0:de:72,00:1a:be:a0:de:73,00:1a:be:a0:de:80,00:1a:be:a0:de:84,00:1a:be:a0:de:89,00:1a:be:a0:de:90,00:1a:be:a0:de:91,00:1a:be:a0:de:92,00:1a:be:a0:de:93,00:1a:be:a0:de:94,00:1a:be:a0:de:95,00:1a:be:a0:df:01,00:1a:be:a0:df:02,00:1a:be:a0:df:03,00:1a:be:a0:df:11,00:1a:be:a0:df:20,00:1a:be:a0:df:22,00:1a:be:a0:df:24,00:1a:be:a0:df:28,00:1a:be:a0:df:29,00:1a:be:a0:df:36,00:1a:be:a0:df:40,00:1a:be:a0:df:45,00:1a:be:a0:df:46,00:1a:be:a0:df:47,00:1a:be:a0:df:48,00:1a:be:a0:df:49,00:1a:be:a0:df:50,00:1a:be:a0:df:51,00:1a:be:a0:df:56,00:1a:be:a0:df:57,00:1a:be:a0:df:58,00:1a:be:a0:df:67,00:1a:be:a0:df:73,00:1a:be:a0:df:75,00:1a:be:a0:de:39,00:1a:be:a0:de:40,00:1a:be:a0:de:43,00:1a:be:a0:de:52,00:1a:be:a0:de:53,00:1a:be:a0:de:56,00:1a:be:a0:df:12,00:1a:be:a0:df:68,00:1a:be:a0:df:13,00:1a:be:a0:df:69,00:1a:be:a0:de:37,00:1a:be:a0:df:08,00:1a:be:a0:df:34,00:1a:be:a0:df:52,00:1a:be:a0:df:64,00:1a:be:a0:de:78,00:1a:be:a0:de:44,00:1a:be:a0:de:57,00:1a:be:a0:de:67,00:1a:be:a0:de:82,00:1a:be:a0:df:23,00:1a:be:a0:de:65,00:1a:be:a0:df:21,00:1a:be:a0:df:38,00:1a:be:a0:de:68,00:1a:be:a0:df:06,00:1a:be:a0:df:62,00:1a:be:a0:de:32,00:1a:be:a0:de:46,00:1a:be:a0:de:58,00:1a:be:a0:de:79,00:1a:be:a0:de:81,00:1a:be:a0:df:14,00:1a:be:a0:df:15,00:1a:be:a0:df:35,00:1a:be:a0:df:37,00:1a:be:a0:df:70,00:1a:be:a0:df:71,00:1a:be:a0:de:05,00:1a:be:a0:de:33,00:1a:be:a0:de:04,00:1a:be:a0:de:83,00:1a:be:a0:df:39,00:1a:be:a0:de:34,00:1a:be:a0:de:41,00:1a:be:a0:de:49,00:1a:be:a0:de:54,00:1a:be:a0:de:88,00:1a:be:a0:de:97,00:1a:be:a0:df:09,00:1a:be:a0:df:44,00:1a:be:a0:df:53,00:1a:be:a0:df:63,00:1a:be:a0:df:65,00:1a:be:a0:de:36,00:1a:be:a0:de:50,00:1a:be:a0:de:70,00:1a:be:a0:df:07,00:1a:be:a0:df:10,00:1a:be:a0:df:26,00:1a:be:a0:de:31,00:1a:be:a0:de:74,00:1a:be:a0:de:86,00:1a:be:a0:df:30,00:1a:be:a0:df:42,00:1a:be:a0:de:76,00:1a:be:a0:df:32,00:1a:be:a0:de:69,00:1a:be:a0:df:25,00:1a:be:a0:de:85,00:1a:be:a0:df:41,00:1a:be:a0:de:62,00:1a:be:a0:df:18,00:1a:be:a0:de:98,00:1a:be:a0:df:54,00:1a:be:a0:de:63,00:1a:be:a0:de:71,00:1a:be:a0:df:04,00:1a:be:a0:df:05,00:1a:be:a0:df:19,00:1a:be:a0:df:27,00:1a:be:a0:df:43,00:1a:be:a0:df:59,00:1a:be:a0:df:60,00:1a:be:a0:de:15,00:1a:be:a0:de:87,00:1a:be:a0:de:02,00:1a:be:a0:de:17,00:1a:be:a0:de:27,00:1a:be:a0:de:99,00:1a:be:a0:df:55,00:1a:be:a0:de:26,00:1a:be:a0:de:30,00:1a:be:a0:de:77,00:1a:be:a0:df:33,00:1a:be:a0:de:03,00:1a:be:a0:de:21,00:1a:be:a0:de:25,00:1a:be:a0:de:96,00:1a:be:a0:df:74,00:1a:be:a0:de:48,00:1a:be:a0:de:59,00:1a:be:a0:de:38,00:1a:be:a0:de:51,00:1a:be:a0:de:60,00:1a:be:a0:de:55,00:1a:be:a0:df:66,00:1a:be:a0:de:08,00:1a:be:a0:de:12,00:1a:be:a0:de:75,00:1a:be:a0:df:31,00:1a:be:a0:de:16,00:1a:be:a0:de:61,00:1a:be:a0:df:61,00:1a:be:a0:de:01,00:1a:be:a0:de:24,00:1a:be:a0:de:06,00:1a:be:a0:de:07,00:1a:be:a0:de:09,00:1a:be:a0:de:10,00:1a:be:a0:de:11,00:1a:be:a0:de:13,00:1a:be:a0:de:14,00:1a:be:a0:de:18,00:1a:be:a0:de:19,00:1a:be:a0:de:22,00:1a:be:a0:de:23,00:1a:be:a0:de:28,00:1a:be:a0:de:29,00:1a:be:a0:de:42,00:1a:be:a0:df:16,00:1a:be:a0:de:45,00:1a:be:a0:df:17,00:1a:be:a0:df:72,00:1a:be:a0:de:47,00:1a:be:a0:de:20
2021:05:19 18:01:53,25.0,24.0,S9+,-78.0,-75.0,-58.0,-71.0,-61.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-75.0,-59.0,-59.0,-71.0,-61.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-57.0,-100,-85.0,-56.0,-100.0,-88.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100,-100,-72.0,-79.0,-69.0,-100,-72.0,-79.0,-70.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100,-100,-100.0,-100,-100.0,-100.0,-100,-100.0,-77.0,-100.0,-77.0,-100.0,-100.0,-89.0,-89.0,-82.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100,-100,-100.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100.0,-100,-100.0,-100,-100,-100.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2021:05:19 18:03:22,26.0,24.0,S9+,-85.0,-75.0,-61.0,-71.0,-61.0,-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-84.0,-75.0,-68.0,-61.0,-72.0,-63.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-52.0,-100,-100.0,-63.0,-100.0,-100.0,-63.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100,-100,-78.0,-83.0,-78.0,-100,-77.0,-83.0,-78.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100,-100,-75.0,-100,-100.0,-75.0,-100,-100.0,-83.0,-83.0,-84.0,-87.0,-87.0,-89.0,-91.0,-81.0,-80.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100,-100,-100.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100.0,-100,-100.0,-100,-100,-100.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2021:05:19 18:03:33,27.0,24.0,S9+,-100.0,-100.0,-74.0,-82.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-55.0,-74.0,-82.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-67.0,-100,-100.0,-74.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100,-100,-89.0,-100.0,-83.0,-100,-90.0,-100.0,-83.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100,-100,-78.0,-100,-100.0,-78.0,-100,-77.0,-100.0,-78.0,-68.0,-100.0,-100.0,-73.0,-74.0,-67.0,-67.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100,-100,-100.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100.0,-100,-100.0,-100,-100,-100.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2021:05:19 18:03:44,28.0,24.0,S9+,-100.0,-100.0,-68.0,-80.0,-66.0,-48.0,-100.0,-100.0,-100.0,-100.0,-90.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-56.0,-68.0,-80.0,-79.0,-48.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-63.0,-63.0,-100,-100.0,-73.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100,-100,-89.0,-90.0,-80.0,-100,-91.0,-91.0,-80.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100,-100,-100.0,-100,-100.0,-100.0,-100,-80.0,-69.0,-81.0,-69.0,-78.0,-75.0,-70.0,-70.0,-68.0,-68.0,-79.0,-100.0,-86.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100,-100,-100.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100.0,-100,-100.0,-100,-100,-100.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2021:05:19 18:03:55,29.0,24.0,S9+,-100.0,-100.0,-66.0,-80.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-60.0,-68.0,-81.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-65.0,-100,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100,-100,-87.0,-89.0,-81.0,-100,-87.0,-87.0,-82.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100,-100,-81.0,-100,-100.0,-83.0,-100,-82.0,-100.0,-82.0,-100.0,-100.0,-100.0,-66.0,-66.0,-68.0,-68.0,-100.0,-100.0,-82.0,-82.0,-100.0,-90.0,-92.0,-89.0,-100.0,-91.0,-88.0,-100.0,-100.0,-100.0,-89.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100,-100,-100.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100.0,-100,-100.0,-100,-100,-100.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2021:05:19 18:05:27,30.0,24.0,S9+,-100.0,-100.0,-72.0,-79.0,-70.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-55.0,-72.0,-79.0,-70.0,-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-67.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-100.0,-100,-100,-100.0,-100.0,-83.0,-100,-100.0,-100.0,-83.0,-100,-100.0,-74.0,-100,-100.0,-100.0,-100,-100,-100,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100,-100,-71.0,-100,-100.0,-71.0,-100,-100.0,-71.0,-81.0,-100.0,-100.0,-100.0,-69.0,-69.0,-73.0,-74.0,-78.0,-78.0,-84.0,-100.0,-100.0,-100.0,-91.0,-100.0,-100.0,-100.0,-90.0,-91.0,-100.0,-100.0,-89.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100,-100,-100.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100.0,-100,-100.0,-100,-100,-100.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2021:05:19 18:05:40,31.0,24.0,S9+,-100.0,-100.0,-100.0,-88.0,-84.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-74.0,-88.0,-86.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-76.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100,-100,-100.0,-100.0,-92.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100,-100,-66.0,-100,-100.0,-66.0,-100,-100.0,-63.0,-100.0,-64.0,-82.0,-81.0,-78.0,-78.0,-89.0,-89.0,-77.0,-77.0,-73.0,-74.0,-100.0,-86.0,-77.0,-100.0,-100.0,-86.0,-83.0,-77.0,-100.0,-100.0,-83.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100,-100,-100.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100.0,-100,-100.0,-100,-100,-100.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2021:05:19 18:05:50,32.0,24.0,S9+,-100.0,-100.0,-75.0,-86.0,-79.0,-75.0,-100.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-65.0,-73.0,-86.0,-81.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-77.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100,-100,-63.0,-100,-100.0,-68.0,-100,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-77.0,-76.0,-100.0,-94.0,-69.0,-69.0,-75.0,-100.0,-100.0,-88.0,-70.0,-100.0,-100.0,-87.0,-100.0,-70.0,-100.0,-87.0,-89.0,-100,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100,-100,-100.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100.0,-100,-100.0,-100,-100,-100.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2021:05:19 18:06:02,33.0,24.0,S9+,-100.0,-100.0,-100.0,-90.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-46.0,-100.0,-100.0,-100.0,-60.0,-82.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-46.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-100,-100,-100.0,-100.0,-92.0,-100,-100.0,-100.0,-91.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100,-100,-60.0,-100,-100.0,-62.0,-100,-85.0,-70.0,-87.0,-70.0,-100.0,-100.0,-77.0,-77.0,-100.0,-100.0,-73.0,-73.0,-71.0,-71.0,-91.0,-77.0,-66.0,-88.0,-92.0,-77.0,-90.0,-66.0,-85.0,-100.0,-89.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100,-100,-100.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100.0,-100,-100.0,-100,-100,-100.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2021:05:19 18:07:30,34.0,24.0,S9+,-100.0,-100.0,-81.0,-89.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-57.0,-81.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-100,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-87.0,-100,-100.0,-100.0,-100,-100,-100,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100,-100,-66.0,-100,-100.0,-67.0,-100,-100.0,-66.0,-100.0,-67.0,-77.0,-76.0,-80.0,-80.0,-100.0,-100.0,-71.0,-71.0,-100.0,-77.0,-100.0,-85.0,-64.0,-100.0,-100.0,-86.0,-100.0,-64.0,-100.0,-86.0,-91.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100,-100,-100.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100.0,-100,-100.0,-100,-100,-100.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2021:05:19 18:07:42,35.0,24.0,S9+,-100.0,-100.0,-79.0,-91.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-100.0,-78.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100,-100,-57.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-74.0,-75.0,-100.0,-100.0,-100.0,-100.0,-77.0,-77.0,-100.0,-100.0,-100.0,-75.0,-83.0,-100.0,-100.0,-76.0,-100.0,-84.0,-84.0,-72.0,-100.0,-100,-100.0,-100.0,-82.0,-82.0,-100.0,-100.0,-90.0,-91.0,-100,-100,-100,-100.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100.0,-100,-100.0,-100,-100,-100.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2021:05:19 18:07:53,36.0,24.0,S9+,-100.0,-100.0,-78.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-77.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100,-100,-53.0,-100,-100.0,-54.0,-100,-100.0,-100.0,-100.0,-100.0,-70.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-100.0,-72.0,-88.0,-100.0,-100.0,-72.0,-100.0,-88.0,-100.0,-73.0,-100.0,-100,-78.0,-100.0,-84.0,-84.0,-100.0,-100.0,-90.0,-100.0,-100,-100,-100,-100.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100.0,-100,-100.0,-100,-100,-100.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2021:05:19 18:08:04,37.0,24.0,S9+,-100.0,-100.0,-80.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-79.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100,-100,-56.0,-100,-100.0,-56.0,-100,-100.0,-100.0,-100.0,-100.0,-71.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-72.0,-85.0,-100.0,-100.0,-72.0,-100.0,-85.0,-100.0,-78.0,-100.0,-100,-74.0,-69.0,-86.0,-86.0,-100.0,-84.0,-88.0,-88.0,-100,-100,-100,-100.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100.0,-100,-100.0,-100,-100,-100.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
2021:05:19 18:09:36,38.0,24.0,S9+,-100.0,-100.0,-77.0,-90.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-78.0,-91.0,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100,-100.0,-100.0,-100.0,-100,-100.0,-100.0,-92.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100,-100,-100,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100,-100.0,-100,-100,-54.0,-100,-100.0,-54.0,-100,-100.0,-100.0,-100.0,-100.0,-67.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-68.0,-100.0,-76.0,-90.0,-79.0,-100.0,-76.0,-100.0,-90.0,-80.0,-80.0,-100.0,-100,-84.0,-75.0,-84.0,-85.0,-100.0,-100.0,-88.0,-88.0,-100,-100,-100,-100.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100.0,-100,-100.0,-100,-100,-100.0,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
